"filepath","acquisitionTime","TIC","sampleFileName","sampleType"
"../Converted/U_RPOS_mzML/ALZ_RPOS_ToF04_U4W11_LTR.mzML",2015-01-30 16:10:58,15396806701,"../Converted/U_RPOS_mzML/ALZ_RPOS_ToF04_U4W11_LTR.mzML","LTR"
"../Converted/U_RPOS_mzML/ALZ_RPOS_ToF04_U4W12_SR.mzML",2015-01-30 17:43:37,21283120517,"../Converted/U_RPOS_mzML/ALZ_RPOS_ToF04_U4W12_SR.mzML","SR"
"../Converted/U_RPOS_mzML/ALZ_RPOS_ToF04_U4W23_LTR.mzML",2015-01-30 19:14:46,15252397284,"../Converted/U_RPOS_mzML/ALZ_RPOS_ToF04_U4W23_LTR.mzML","LTR"
"../Converted/U_RPOS_mzML/ALZ_RPOS_ToF04_U4W24_SR.mzML",2015-01-30 20:45:50,20793993054,"../Converted/U_RPOS_mzML/ALZ_RPOS_ToF04_U4W24_SR.mzML","SR"
"../Converted/U_RPOS_mzML/ALZ_RPOS_ToF04_U4W35_LTR.mzML",2015-01-30 22:17:10,15331854510,"../Converted/U_RPOS_mzML/ALZ_RPOS_ToF04_U4W35_LTR.mzML","LTR"
"../Converted/U_RPOS_mzML/ALZ_RPOS_ToF04_U4W36_SR.mzML",2015-01-30 23:48:32,21509913046,"../Converted/U_RPOS_mzML/ALZ_RPOS_ToF04_U4W36_SR.mzML","SR"
"../Converted/U_RPOS_mzML/ALZ_RPOS_ToF04_U4W47_LTR.mzML",2015-01-31 01:19:41,15580414067,"../Converted/U_RPOS_mzML/ALZ_RPOS_ToF04_U4W47_LTR.mzML","LTR"
"../Converted/U_RPOS_mzML/ALZ_RPOS_ToF04_U4W48_SR.mzML",2015-01-31 02:50:36,21137583967,"../Converted/U_RPOS_mzML/ALZ_RPOS_ToF04_U4W48_SR.mzML","SR"
"../Converted/U_RPOS_mzML/ALZ_RPOS_ToF04_U4W59_LTR.mzML",2015-01-31 04:21:57,15623157302,"../Converted/U_RPOS_mzML/ALZ_RPOS_ToF04_U4W59_LTR.mzML","LTR"
"../Converted/U_RPOS_mzML/ALZ_RPOS_ToF04_U4W60_SR.mzML",2015-01-31 05:53:08,20638566048,"../Converted/U_RPOS_mzML/ALZ_RPOS_ToF04_U4W60_SR.mzML","SR"
"../Converted/U_RPOS_mzML/ALZ_RPOS_ToF04_U4W71_LTR.mzML",2015-01-31 07:24:12,15592755032,"../Converted/U_RPOS_mzML/ALZ_RPOS_ToF04_U4W71_LTR.mzML","LTR"
"../Converted/U_RPOS_mzML/ALZ_RPOS_ToF04_U4W72_SR.mzML",2015-01-31 08:55:30,21719091762,"../Converted/U_RPOS_mzML/ALZ_RPOS_ToF04_U4W72_SR.mzML","SR"
"../Converted/U_RPOS_mzML/ALZ_RPOS_ToF04_U4W83_LTR.mzML",2015-01-31 10:26:30,16678668584,"../Converted/U_RPOS_mzML/ALZ_RPOS_ToF04_U4W83_LTR.mzML","LTR"
"../Converted/U_RPOS_mzML/ALZ_RPOS_ToF04_U4W84_SR.mzML",2015-01-31 11:57:42,21235031589,"../Converted/U_RPOS_mzML/ALZ_RPOS_ToF04_U4W84_SR.mzML","SR"
"../Converted/U_RPOS_mzML/ALZ_RPOS_ToF04_U4W95_LTR.mzML",2015-01-31 13:28:57,15963371701,"../Converted/U_RPOS_mzML/ALZ_RPOS_ToF04_U4W95_LTR.mzML","LTR"
"../Converted/U_RPOS_mzML/ALZ_RPOS_ToF04_U4W96_SR.mzML",2015-01-31 15:00:04,20335742361,"../Converted/U_RPOS_mzML/ALZ_RPOS_ToF04_U4W96_SR.mzML","SR"
"../Converted/U_RPOS_mzML/ALZ_RPOS_ToF04_U6W11_LTR.mzML",2015-01-31 16:31:05,15594315787,"../Converted/U_RPOS_mzML/ALZ_RPOS_ToF04_U6W11_LTR.mzML","LTR"
"../Converted/U_RPOS_mzML/ALZ_RPOS_ToF04_U6W12_SR.mzML",2015-01-31 18:02:23,20482926634,"../Converted/U_RPOS_mzML/ALZ_RPOS_ToF04_U6W12_SR.mzML","SR"
"../Converted/U_RPOS_mzML/ALZ_RPOS_ToF04_U6W23_LTR.mzML",2015-01-31 19:33:35,15902349318,"../Converted/U_RPOS_mzML/ALZ_RPOS_ToF04_U6W23_LTR.mzML","LTR"
"../Converted/U_RPOS_mzML/ALZ_RPOS_ToF04_U6W24_SR.mzML",2015-01-31 21:04:55,20519331449,"../Converted/U_RPOS_mzML/ALZ_RPOS_ToF04_U6W24_SR.mzML","SR"
"../Converted/U_RPOS_mzML/ALZ_RPOS_ToF04_U6W35_LTR.mzML",2015-01-31 22:35:55,15560317985,"../Converted/U_RPOS_mzML/ALZ_RPOS_ToF04_U6W35_LTR.mzML","LTR"
"../Converted/U_RPOS_mzML/ALZ_RPOS_ToF04_U6W36_SR.mzML",2015-02-01 00:07:02,21225828740,"../Converted/U_RPOS_mzML/ALZ_RPOS_ToF04_U6W36_SR.mzML","SR"
"../Converted/U_RPOS_mzML/ALZ_RPOS_ToF04_U6W47_LTR.mzML",2015-02-01 01:38:17,15753324813,"../Converted/U_RPOS_mzML/ALZ_RPOS_ToF04_U6W47_LTR.mzML","LTR"
"../Converted/U_RPOS_mzML/ALZ_RPOS_ToF04_U6W48_SR.mzML",2015-02-01 03:09:36,20320900238,"../Converted/U_RPOS_mzML/ALZ_RPOS_ToF04_U6W48_SR.mzML","SR"
"../Converted/U_RPOS_mzML/ALZ_RPOS_ToF04_U6W59_LTR.mzML",2015-02-01 04:40:38,15762949323,"../Converted/U_RPOS_mzML/ALZ_RPOS_ToF04_U6W59_LTR.mzML","LTR"
"../Converted/U_RPOS_mzML/ALZ_RPOS_ToF04_U6W60_SR.mzML",2015-02-01 06:11:47,20415996562,"../Converted/U_RPOS_mzML/ALZ_RPOS_ToF04_U6W60_SR.mzML","SR"
"../Converted/U_RPOS_mzML/ALZ_RPOS_ToF04_U6W71_LTR.mzML",2015-02-01 07:43:01,15972209435,"../Converted/U_RPOS_mzML/ALZ_RPOS_ToF04_U6W71_LTR.mzML","LTR"
"../Converted/U_RPOS_mzML/ALZ_RPOS_ToF04_U6W72_SR.mzML",2015-02-01 09:14:08,21676596602,"../Converted/U_RPOS_mzML/ALZ_RPOS_ToF04_U6W72_SR.mzML","SR"
"../Converted/U_RPOS_mzML/ALZ_RPOS_ToF04_U6W83_LTR.mzML",2015-02-01 10:45:16,15782754984,"../Converted/U_RPOS_mzML/ALZ_RPOS_ToF04_U6W83_LTR.mzML","LTR"
